user_id,device_type,click_count,scroll_count,view_count,avg_click_coordinates_x,avg_click_coordinates_y,cluster
1e8e9c47-94ba-486b-b894-914bcabc6c20,tablet,0,0,1,1446.0,823.0,2
1f02dfc3-5f51-40ea-8534-0c9a92c9f115,desktop,1,0,0,1204.0,388.0,3
2092d187-7fbd-49c5-9ed5-1854e31dd695,tablet,1,0,0,1676.0,414.0,3
224a6729-47c8-46b8-84a8-940986aebca6,tablet,0,1,0,726.0,239.0,1
23ad7473-7a12-4969-9aa3-20e89c407d95,tablet,0,0,1,1774.0,240.0,2
240ad1ae-f399-44eb-b466-d708b19a4f73,desktop,1,0,0,609.0,1075.0,3
2474407b-ab36-464b-bb0a-4c2c263fd445,desktop,0,1,0,1847.0,201.0,4
2758751d-dc12-49d2-b218-fb7918338812,mobile,1,0,0,936.0,490.0,3
294cf105-ab23-450f-b062-91345cffabef,mobile,1,0,0,341.0,42.0,3
294f683c-82ee-4c77-ae46-a4e61992a421,tablet,1,0,0,1780.0,372.0,3
2a5fa77c-fc0c-4b49-874c-efac0c7fcb3a,mobile,0,0,1,850.0,674.0,2
2a62bfe3-a5f7-47ad-9e7b-b2128c346a2a,mobile,1,0,0,495.0,850.0,3
2ae809ab-3830-4c88-8924-c98ac5761ef5,tablet,0,1,0,764.0,1032.0,0
2be093b2-3626-4bb2-96d9-be69f89e1632,desktop,0,0,1,1592.0,540.0,2
2c1c31b6-72dd-4ea4-9ea2-bbb82eaeeae0,desktop,0,1,0,1871.0,195.0,4
2da04ea2-8563-4391-a695-4f048bb72c99,desktop,0,0,1,1566.0,608.0,2
2dcac4fb-6b4a-46fe-9d91-2a733698f4bd,mobile,1,0,0,447.0,620.0,3
2e696620-e27e-471f-94da-a997ff15fcb0,mobile,1,0,0,318.0,29.0,3
2ff8846e-cd7d-4fc2-9899-27f60e8c7cf7,desktop,0,0,1,1419.0,696.0,2
30b0f469-52e4-4a6e-8948-d6a9cea947a4,tablet,1,0,0,147.0,847.0,3
32391e10-f8f5-485c-b177-dd20870192c3,tablet,0,0,1,32.0,100.0,2
3255217b-078b-4b30-b5f4-b32533f345ef,mobile,1,0,0,1505.0,1052.0,3
336967a0-6930-48a8-b9aa-e6a84ea9dcc4,desktop,0,1,0,716.0,308.0,1
34ac63ab-aaed-4820-b03f-1f2ab15d6af8,mobile,1,0,0,667.0,586.0,3
35d6ebc6-f730-426f-a23f-5ca120c61c1c,desktop,1,0,0,1763.0,849.0,3
36be08f4-cfef-42fc-9a8f-5195fcdbdea6,desktop,0,1,0,188.0,395.0,1
36c6585b-85dc-4998-ac59-3b3e40a41ae0,tablet,0,1,0,801.0,720.0,0
381128ee-705c-4a9a-bdb8-2a154e58042f,mobile,0,0,1,315.0,705.0,2
381ffa31-2b2f-4bd2-a942-9d7e065f01ba,desktop,1,0,0,1794.0,277.0,3
385b7e4a-48e1-48a6-96ad-063d3b13ae5e,tablet,1,0,0,680.0,406.0,3
393920ea-d87d-4e37-b44b-724599e912a1,mobile,0,0,1,578.0,842.0,2
3b72f6e3-47f7-469d-a1d7-88bdd0acdcf8,tablet,0,0,1,428.0,125.0,2
3bc2102d-87c1-4065-b5e1-acb9346cfd7d,tablet,0,1,0,625.0,519.0,1
3bf3b671-2c32-4609-8142-c23cf9db7cb5,tablet,1,0,0,568.0,322.0,3
3e7775f6-8ba6-491a-9445-403245b1a479,desktop,1,0,0,119.0,878.0,3
3e9c8e05-874a-45c2-8e8e-f7297d30cc19,mobile,1,0,0,749.0,114.0,3
3eb22171-0a7d-4222-b230-98e89f3e0d1b,mobile,1,0,0,714.0,1053.0,3
3ed522c4-e271-4309-9070-65b9be278f46,desktop,0,0,1,942.0,971.0,2
4146f912-002d-4cef-b08c-3b9bb675f320,mobile,0,0,1,1856.0,128.0,2
422a81f8-4898-443a-bb43-8df5e51eeef4,mobile,0,1,0,1865.0,551.0,4
44c490fa-a78d-4c99-97f5-680761e5066c,mobile,1,0,0,1367.0,320.0,3
4777c308-4f58-42cf-a7a7-0abf560ad785,tablet,0,1,0,606.0,43.0,1
480ca884-fd1e-4d16-add3-160ad4c41678,tablet,0,0,1,598.0,729.0,2
48aa1588-5785-4c02-9c74-eb43298ad5c3,tablet,0,1,0,746.0,654.0,0
48bf74b6-3d69-4aa0-9519-07923783daca,mobile,1,0,0,1870.0,925.0,3
49404d23-5f96-41a5-a565-f4b52c147dbf,desktop,1,0,0,1164.0,205.0,3
4a550cc2-759b-4e8b-a505-df813a28ab9e,desktop,1,0,0,554.0,173.0,3
4d96b171-f681-4f87-9af0-9de370a1f5a0,tablet,0,0,1,1040.0,592.0,2
4dd01505-b651-45b9-b6ab-17b0da01135b,desktop,1,0,0,1222.0,461.0,3
5279c213-0981-4a89-88ef-40c872aabe53,tablet,0,0,1,567.0,1075.0,2
542ebcd1-9e01-4f0c-951b-40736861a91d,mobile,1,0,0,1206.0,765.0,3
54caf484-5c53-4482-9f99-08a8308d5db7,tablet,0,1,0,105.0,295.0,1
564d0c00-7859-48c5-b8fd-a7b9755007a0,mobile,0,1,0,515.0,132.0,1
56dc9e31-8ce8-4607-8183-8410ff7225e3,desktop,0,0,1,696.0,662.0,2
579fc0e2-d705-4c5d-8090-9685ba320b95,mobile,0,1,0,1825.0,508.0,4
58781528-3b05-4fbc-9ba8-6ecf2a83e8a3,desktop,0,0,1,595.0,972.0,2
59cdb6b1-397d-4db6-850c-1168bccf9411,desktop,0,1,0,515.0,675.0,0
5a333538-4774-4d14-9d77-68e271ac733a,tablet,0,0,1,12.0,23.0,2
5b55539a-8e15-4ced-8279-dce3ecb5abf1,mobile,1,0,0,1338.0,914.0,3
5b6591dc-fa51-4bb6-86a8-03c7cf836461,mobile,1,0,0,1339.0,995.0,3
5bb5b0a7-882f-40cc-9f3a-9dd19ebbfe61,mobile,0,0,1,875.0,756.0,2
5d207a8d-1530-4d6c-9783-fa8234ec8878,tablet,1,0,0,1412.0,863.0,3
5eef268d-dc27-4c7b-acfe-2944e93c4ec1,desktop,0,0,1,1847.0,383.0,2
60c37b47-71b6-435a-bc5c-510a9690534c,mobile,1,0,0,309.0,975.0,3
60d71fb1-45a4-4f31-aa1b-d530c53a6df7,desktop,0,1,0,518.0,777.0,0
61c21592-5c5c-445a-a986-b65329f10c6c,tablet,0,0,1,1775.0,474.0,2
6213065b-1f16-411d-8535-6958dbb5c3e6,tablet,0,1,0,261.0,309.0,1
62a7d589-3c2a-4ad5-a569-4040f853e26e,tablet,0,0,1,491.0,312.0,2
636dfc18-72ee-4cda-9571-70ba84bf0e1f,desktop,0,0,1,1611.0,995.0,2
645f2d55-c355-4d42-a63e-09439718d04b,mobile,0,0,1,898.0,12.0,2
65558c14-4427-4323-b9f1-6552349d63c4,mobile,0,0,1,859.0,336.0,2
6582749a-19b9-49a8-91ea-ef973eb7bad7,mobile,0,0,1,224.0,169.0,2
65b51605-9d66-44fd-9d36-c2362f785fe9,desktop,0,0,1,392.0,593.0,2
66d5646b-842f-46b7-bc86-d07beda6dce7,mobile,1,0,0,360.0,924.0,3
675679b3-18d1-4b3c-8129-fde33e17388b,desktop,0,1,0,1622.0,521.0,4
679081fd-c3cc-40c1-bbf9-9444e7555be7,tablet,0,1,0,1100.0,60.0,4
687b5d87-b01f-482e-a368-f35cc36cd0c7,tablet,1,0,0,339.0,802.0,3
68f6674c-45f6-4aea-a2f9-1434c5dcd8ff,desktop,1,0,0,663.0,841.0,3
69c9face-0a9e-44a8-9c99-741e74936097,tablet,1,0,0,250.0,78.0,3
69fa26f2-aabf-4fac-be95-c740401b340e,mobile,1,0,0,266.0,373.0,3
6a469bd0-e970-4632-b157-38258e068b19,mobile,1,0,0,1518.0,474.0,3
6b446081-caa6-4286-afdd-7f44b3c6358f,tablet,0,0,1,553.0,837.0,2
6d6f16ca-2bd5-4228-b3c7-0ca5615b90a7,desktop,0,0,1,415.0,783.0,2
6d77bef6-8c2c-4a26-a563-5325542346d7,mobile,1,0,0,373.0,476.0,3
6d7e4391-47a3-40dd-8b75-51ae54638bf3,desktop,1,0,0,62.0,59.0,3
6dd92ab1-94f4-49ce-978b-03cd1424d028,mobile,0,1,0,1143.0,784.0,0
6df8bf86-2b1d-4cc8-ba86-37df5892d242,desktop,0,0,1,802.0,125.0,2
6e254be7-989e-49ff-8f06-3d88b827f3dc,desktop,0,0,1,93.0,726.0,2
71e1a610-4c59-4a44-855f-196a0d2b4dc4,tablet,0,0,1,833.0,523.0,2
747ca0f1-a283-44ea-bc2c-23df22fc7f65,mobile,0,0,1,1829.0,890.0,2
7606d1e0-40aa-4140-a249-318e4e864909,mobile,1,0,0,1470.0,247.0,3
767a08c8-29dd-45bb-a341-6ff7db531aeb,desktop,0,0,1,1305.0,106.0,2
769280c2-cc23-4901-93cd-8c5e925f0b74,mobile,0,1,0,1671.0,296.0,4
77beb007-a9ed-45f9-9163-5627952fd5e1,tablet,0,0,1,1648.0,587.0,2
788bcebf-3857-44bc-809b-8f58efc67252,desktop,0,0,1,1361.0,324.0,2
78954d94-c6b7-4431-a39a-8a94b749ce52,mobile,1,0,0,528.0,414.0,3
78f51a85-1295-4bab-887a-829710633a5f,tablet,0,1,0,1360.0,943.0,0
79115327-2492-43b0-a058-374b65f8ea3c,mobile,1,0,0,1473.0,480.0,3
79f03ff7-ef5b-46a5-9105-7500f19f1675,tablet,1,0,0,1085.0,545.0,3
7ac2381e-905f-4071-97ba-6715316fb7fd,desktop,0,0,1,1169.0,411.0,2
7b7748e5-1f24-4c78-8d8e-9fdea2e8a3e4,mobile,0,1,0,186.0,358.0,1
7c86eefd-cedb-47a1-a0da-44237b0d2e1c,mobile,0,0,1,679.0,991.0,2
7eb7e231-c1ed-413e-9078-d1566fb469a6,desktop,1,0,0,1274.0,247.0,3
7f915290-de91-498e-9bd2-390232503a29,mobile,0,1,0,1916.0,808.0,4
7f9b8a36-dc54-4e7c-bf0c-367569a6622e,mobile,1,0,0,1744.0,539.0,3
800d53c5-d660-48e8-a78f-848cc3bdb8f0,mobile,0,1,0,192.0,230.0,1
802a5974-656c-4dbb-88b4-724ceb62ac2d,desktop,1,0,0,1642.0,559.0,3
8246823e-0ea5-4161-baf7-429262195474,mobile,1,0,0,75.0,501.0,3
83c11ed9-1fc7-4732-bbb3-3e82fa8ec176,mobile,0,1,0,388.0,562.0,1
8444d43a-a5d3-41f2-aec9-daa6d4d5296d,tablet,0,1,0,461.0,790.0,0
85b9ac17-cf23-4981-a3a5-91a2f101697b,mobile,0,1,0,1126.0,249.0,4
862625ca-eb64-4fb1-90f3-7ee276f3a55e,tablet,0,1,0,754.0,539.0,1
87a8f434-653e-49a3-bfa0-3319f515af55,desktop,0,1,0,1517.0,961.0,0
8803e749-ff77-491d-bced-aa07f03e81a3,tablet,0,0,1,557.0,1021.0,2
893bcbd4-c76b-46b0-b29d-29927bc9c209,desktop,0,1,0,486.0,82.0,1
8999f108-308a-4f47-8efd-db4b32bdd559,tablet,0,1,0,1064.0,783.0,0
8a09344b-9ca5-4996-99e5-8e20dbd464c5,tablet,0,0,1,1533.0,378.0,2
8b7b833c-95f4-4e99-8af5-181c831cc1a9,desktop,0,0,1,583.0,300.0,2
90183025-3d54-4882-adf5-3c98126d9dae,mobile,0,1,0,474.0,313.0,1
90c4c722-2a59-4725-bb4a-0aa6bbb84d4f,mobile,1,0,0,571.0,208.0,3
9174f6c4-5cc8-42c8-bc24-04e9bdb8c82d,tablet,1,0,0,124.0,82.0,3
91a9d9ea-93be-4067-94ed-29718004b730,tablet,0,0,1,1636.0,318.0,2
9423adba-f532-4ddf-b037-2a12502de2e3,desktop,1,0,0,1875.0,386.0,3
96358c8b-e096-45f4-99ad-45c4114aaa24,desktop,1,0,0,101.0,1010.0,3
96d96919-a870-4376-9852-ebb3da26413f,mobile,1,0,0,1734.0,980.0,3
972ee5f7-1241-4646-aec4-8214f58dc63c,mobile,0,1,0,777.0,491.0,1
9818060f-c6fa-4e0e-b8a2-4db8f5b294c2,tablet,0,1,0,761.0,316.0,1
98216d10-36ce-4328-b9db-4eea11addb8c,tablet,0,1,0,252.0,58.0,1
99874f2b-b32a-4dad-bf60-7786e6dd429f,desktop,0,1,0,1398.0,485.0,4
9b63def6-02c1-4f7d-8a9b-98299d78a755,mobile,0,1,0,1160.0,327.0,4
9c82b0ff-c662-4a13-b53f-2e60ab347c56,tablet,0,1,0,215.0,737.0,0
9c89f015-137f-41c6-b849-bf2bfa95fb7b,tablet,0,0,1,453.0,142.0,2
9ce3d8ad-10da-4cf0-85c7-57161ed1df37,mobile,0,1,0,224.0,516.0,1
a14cfa98-a9e8-4d4f-9fd3-d11e443f35b0,tablet,0,1,0,1167.0,288.0,4
a21a82a3-93ca-41a2-a4bf-40194fa1cdcf,mobile,0,1,0,938.0,391.0,1
a236d214-c674-487a-9664-2d69b7af28db,desktop,0,1,0,298.0,638.0,1
a430805b-9827-42fd-97a5-55019eee6e64,desktop,0,1,0,967.0,115.0,1
a49f5835-a926-4fbd-87a2-ef9cf7614d5a,tablet,0,1,0,1039.0,974.0,0
a503d6c0-bb6e-4569-8c01-3560ce051afb,tablet,1,0,0,144.0,460.0,3
a53803d8-3e80-48e8-9a12-a28dda0aeb0b,mobile,0,1,0,1517.0,206.0,4
a6709abb-2f5c-4879-8c21-2671c728015d,mobile,0,0,1,805.0,180.0,2
a750ebb1-6fcc-4b31-b0ef-260976536702,desktop,1,0,0,160.0,152.0,3
a80de067-cfc7-4e58-ad31-0e360bf87b42,tablet,0,1,0,847.0,226.0,1
a9937aef-2a2c-4911-a355-5261152f9c2b,mobile,0,0,1,48.0,510.0,2
aafe232d-c01d-434e-99b5-ae60e22b3855,mobile,0,1,0,1198.0,1006.0,0
ab2ee2ac-b97f-4c14-9b96-82734f051e94,mobile,0,0,1,1891.0,625.0,2
b254e49b-f426-4c95-992f-0693ccc084e4,tablet,1,0,0,1427.0,605.0,3
b27fd048-9854-45ec-9404-4cb425fa7282,tablet,0,1,0,1452.0,551.0,4
b441af67-20fd-4cbf-aea8-5fec55f5f8de,tablet,1,0,0,1275.0,585.0,3
b8cf4c94-3204-4cda-98a9-6d03c3cb2115,desktop,1,0,0,1365.0,121.0,3
be347f77-c52f-4397-9dd1-b62adeb6159f,tablet,0,0,1,327.0,415.0,2
bee2056a-cf09-4a59-a618-c9308665a22a,tablet,0,1,0,1275.0,128.0,4
c0bd76d4-56b5-40d4-9d58-d4f5b5ad3c43,mobile,0,1,0,1246.0,258.0,4
c2ec4b37-7432-4ef6-abfd-4074920a9d84,desktop,0,0,1,1090.0,670.0,2
c4b3b94e-3005-440e-8f3b-ab126f93bce0,tablet,1,0,0,1017.0,444.0,3
c579c2c3-97ae-4689-8915-31e97eabef61,mobile,1,0,0,844.0,998.0,3
c5be2482-07dd-4220-a370-9825207a0803,desktop,1,0,0,1759.0,1063.0,3
c718be7b-c8fc-412e-93fd-7f58d3143129,tablet,0,1,0,108.0,551.0,1
c822df80-092d-4ff2-b02d-af2d03e936da,desktop,1,0,0,289.0,571.0,3
c8d3d3e2-978b-4f86-a5e0-c3648b6e8613,desktop,1,0,0,1121.0,105.0,3
cb376bb1-bae1-49da-b11c-2baff314f636,tablet,1,0,0,359.0,186.0,3
cc87a178-2bba-41c4-9b6d-3e348d46f10a,mobile,0,0,1,985.0,752.0,2
ce84aa91-03be-4969-85f6-0a1224563a8d,mobile,0,0,1,420.0,1031.0,2
cfe28d5f-2f2a-4cfb-943f-c81b6317a2c8,mobile,1,0,0,1313.0,937.0,3
d0601465-d993-45ff-938a-4b90049adb4f,desktop,1,0,0,777.0,319.0,3
d0a13fd0-55d6-484b-bf0c-6469e96b0800,desktop,0,1,0,666.0,1048.0,0
d1d4a1b8-d27f-437b-9e0f-2c85d67f1d13,desktop,0,0,1,550.0,515.0,2
d2839984-18c5-4240-95f6-75a4221595f0,desktop,1,0,0,1488.0,100.0,3
d3249947-10e8-446f-99d2-48eb85ca03a6,tablet,0,0,1,418.0,168.0,2
da5a3614-2940-4fba-8ccd-3c848e5bc7ab,desktop,0,1,0,1405.0,280.0,4
dab2c3be-4334-4caa-b742-d37fb4ff7187,tablet,0,0,1,1826.0,434.0,2
dc4cd863-6aaf-4658-81be-8edcdab7773c,mobile,0,0,1,406.0,865.0,2
dcce80a9-0c34-491f-aada-21e0b9ee8262,mobile,0,0,1,1427.0,548.0,2
dfc5b8b6-3e51-4cd8-b9c5-600fc9e4878f,desktop,0,1,0,641.0,1048.0,0
e13f21d7-cb01-41c8-87a7-adbc7bfdb4e5,desktop,0,0,1,306.0,471.0,2
e27401cc-0416-4a2f-abf6-c2128f059a0e,mobile,0,0,1,249.0,2.0,2
e53b08d6-34e2-4eec-9bb3-aedbf70738de,tablet,0,1,0,1062.0,976.0,0
e5d08f46-1249-4751-96d7-936a6e73f808,desktop,0,0,1,1651.0,60.0,2
e69e63a2-5ce8-48e9-a227-52ebb0b690c4,desktop,1,0,0,1252.0,1046.0,3
e778422d-ede3-40f4-ba2d-96db1d0e0181,mobile,0,1,0,1602.0,634.0,4
e79e1973-1fdf-4937-be32-627ddcf67f8b,mobile,0,0,1,437.0,456.0,2
e81dc374-13be-43a5-bcd2-654334706458,mobile,0,0,1,1433.0,294.0,2
e8b8b815-bdbb-47cc-8e86-38719714c043,mobile,0,0,1,1115.0,252.0,2
e93cb5c2-13e3-457e-a5d9-1eab6fcfdb38,mobile,0,0,1,3.0,921.0,2
e9be860c-dc19-4d55-b0b1-97f4b0d22d51,desktop,1,0,0,1433.0,1055.0,3
ead8d454-2954-435e-bb1d-924659a7d142,mobile,0,1,0,1608.0,706.0,4
ec51bf04-92ee-4282-af37-08921ca8c113,mobile,1,0,0,1689.0,916.0,3
ec5225bb-ea61-4719-b149-5a04bcce5577,desktop,1,0,0,61.0,167.0,3
eca5d641-7ba9-49e7-a1c7-fc3994641cd7,mobile,0,0,1,108.0,0.0,2
eef69047-08be-489a-93a9-db885b4746c7,mobile,1,0,0,637.0,1016.0,3
ef5c9fc3-6dda-4603-8ee3-79d427281218,desktop,0,1,0,384.0,355.0,1
ef6bbecb-c4bb-48f4-b1de-91c6fb9465c2,tablet,0,1,0,869.0,113.0,1
f01430aa-d9b5-47c9-9bf8-0e7f546719f7,mobile,0,0,1,1586.0,1013.0,2
f0aafa9c-7a4b-4dfc-9fe4-ee2fac33fb65,mobile,0,0,1,66.0,124.0,2
f28a7597-661c-46f0-8ec4-46de40e79737,desktop,0,1,0,1301.0,1031.0,0
f4f40410-18f4-47ff-8081-88a18f912f81,desktop,1,0,0,46.0,241.0,3
f53082c9-8c2f-4138-9048-18e455721993,desktop,1,0,0,1724.0,617.0,3
f6773bea-d6f8-4147-a988-36a726eb1cbf,desktop,0,0,1,829.0,9.0,2
f86a519b-f380-4217-b2c5-28d7aa94eb27,tablet,0,1,0,1775.0,303.0,4
fcd2bbc7-2b03-4794-a646-72883ba9312a,tablet,1,0,0,1750.0,259.0,3
fe5334e9-46e9-4d63-9d38-834020d4c7f2,desktop,1,0,0,983.0,620.0,3
ff393f84-c00e-4f24-b9e3-9b81963083d3,desktop,1,0,0,534.0,128.0,3
